rank,word,reading_kana,reading_romaji,part_of_speech,meaning,labels,example_1,example_2,example_3
485,建てる,たてる,tateru,"Verb, Ichidan verb, Transitive verb",to build,jlpt_n4,"として、国の重要文化財に指定されている。

The Marunouchi Station Building of Tokyo Station, built in 1914, is of great historical value and is designated as a National Important Cultural Property.","いる。

My parents’ house is small, but it is an old farmhouse built before the war and stands out in this corner of the town.","自分でやるよりしようがない。

Since I live alone, I have no choice but to do all the housework such as cleaning and laundry myself."
486,尋ねる,たずねる,tazuneru,"Verb, Ichidan verb, Transitive verb",to ask,jlpt_n4,"な返事しか返ってこなかった。

When my son came home late at night, I asked him where he had been and what he had been doing, but he was only able to reply vaguely: “My friends and I had a little…”","をしている時、いやに重い荷物があったので「いったい何をこんなに詰め込んだの。」と

When I was helping a friend with a move, I found an unusually heavy box. So I jokingly asked him, “What in the world did you pack in this heavy box?” He responded with a dry humor saying, “There are gold nuggets in there.”","のですが。」と

I was lost, so I decided to ask a kind-looking woman for directions, and said, “Excuse me, but could you help me, please?”"
487,訪ねる,たずねる,tazuneru,"Verb, Ichidan verb, Transitive verb",to visit,jlpt_n4,"へいらっしゃっています。」と言われた。

When I visited the professor’s office to take care of some business, her secretary told me, “She is in Osaka on a business trip starting today.”","満面笑み訪ねて教え子迎えた

With a big smile on his face, the professor welcomed his former student who had not visited his office for a long time.","が細くなり、施設の食事も満足にとれているのか心配だ。

My elderly mother eats less than she used to, and I am concerned about whether she is getting enough food at the home for the elderly. Her cheeks appear to be somewhat more hollow than when I last saw her."
488,手袋,てぶくろ,tebukuro,Noun,glove,jlpt_n4,"母は母自身で作った手袋をくれました

My mother gave me a pair of gloves of her own making.","父は私に一組の手袋を買ってくれました

Father bought me a pair of gloves.","美人店員は手袋を袋に包みながら尋ねた

The saleswoman queried as she wrapped the gloves."
489,丁寧,ていねい,teinei,"Noun, Adjective, な-adjective",polite,jlpt_n4,"をしている。

The cat is carefully licking its fur and grooming itself.","などで丁寧にすくい取って捨てたほうがいい。このひと

When simmering vegetables or meat, as the pot comes to a boil, a brown, cloudy, foamy scum will float to the surface. This scum should be carefully scooped out with a ladle and discarded. This step will make the dish look and taste better.","いた父が作ったものだ。どれも子ども服とは思えない丁寧な

All of the children’s clothes were made by their father, who owned a tailor shop. As a result, their clothes were tailored to standards far above typical children’s clothes."
490,テキスト,,tekisuto,"Noun, Katakana",text; textbook,jlpt_n4,"手伝ってもらった代わりに彼にテキストブックを冊あげた

I gave him three textbooks in exchange for his help.","私は試験の前にもう一度テキストに目を通した

I ran through the textbook once more before the examination.","私はテキストを買ってますが流れてくる英文をテキスト見ずにまず書き出しています

I buy the texts, but first I start writing the English sentences that come along without looking at them."
491,適当,てきとう,tekitou,"Noun, Adjective, な-adjective",suitable,jlpt_n4,"に対しては使わないほうがよいとされる。かといって、学生が先生に「

Because “gokurõ-sama desu” (“thank you for your hard work”) is considered to be an expression of gratitude spoken from someone higher in status to someone lower, it is said that it is best not to use it towards someone of higher status. However, it’s also not particularly appropriate for students to say “Otsukare-sama desu” (Thank you for your hard work”) to their teachers, so care should be taken.","で選ぶしかない。

If the campaign promises of the candidates for an election are all similar, and there is no outstanding candidate, the only way forward is through a process of elimination.","ばかり言っている。

My eldest son is funny and cheerful, but he gets easily carried away when he is given the slightest encouragement. He is always joking and making irresponsible comments. In a nutshell, he is a “goofball.”"
492,点,てん,ten,Noun,point; dot,jlpt_n4,"を採点して、学生に返却した。

Written exam answers were graded and returned to students.","で負けている。しかし、

The game is already in the last half of the eighth innings and our team is losing by six points. However, if we hit a grand slam home run, there is a possibility that we can still win this game.","を出した。

The car in front of me flashed its left blinker to signal a left turn."
493,店員,てんいん,ten'in,Noun,employee (of a store); shop assistant; clerk,jlpt_n4,"を作った。

The florist clerk listened to the customer’s request in an amiable manner and quickly arranged a bouquet of flowers.","小さいサイズのを出してもらった。

I found a pair of sneakers that looked good and tried them on, but they were a little too big, so I asked the clerk to bring me a pair one size smaller.","を出せ」と言った。

The robber pointed a knife at the clerk and shouted, “Give me the money!”"
494,テニス,,tenisu,"Noun, Katakana",tennis,jlpt_n4,"のサークルに所属し、趣味の活動を楽しんだ。

As a college student, I joined two clubs, a tennis club and a music club, where I enjoyed my hobbies.","プレーである。

The best part of a tennis doubles match is the seemingly natural coordination between the two players. The back-court player hits a deep ball just short of the baseline to force the opponent to the right or left. This allows the player at the net to intersect a fast but easy ball to hit a sharp angled volley into the void in the opponent’s court. The harmonious play between the two players is truly breathtaking to see.","が少なく、打ちやすい。

The tennis racket I inherited from my aunt, who is similar to me in stature, is easier to play with and has less impact when receiving the ball compared to the racket I used to use."
495,天気予報,てんきよほう,tenkiyohou,Noun,weather forecast,jlpt_n4,"今日は雪が降っている。天気予報では

It is snowing today. According to the weather forecast it will continue to snow throughout the day.","を持って行くことにした。

The weather forecast reported an 80% chance of precipitation today, so I decided to bring an umbrella.","なった。

When the Pacific War began, weather forecasts were no longer broadcast. This measure was taken for national defense reasons, as sunny cities were easy targets for attack if weather information was intercepted by a hostile nation."
496,展覧会,てんらんかい,tenrankai,Noun,exhibition,jlpt_n4,"いる。イベントの内容や規模によってその新聞の

Concerts, exhibitions and similar events sponsored by newspaper companies are quite common. It seems that depending on the content and scale of these events, there can be promotional benefit, such as increasing the newspaper’s visibility.","運ばれた。

Tea utensils to be displayed at the exhibition were carefully packed and transported.","見ることができる。

In this exhibition, visitors will be able to see many early works of the great masters of Japanese painting, created when they were still young."
497,寺,てら,tera,Noun,temple,jlpt_n4,"に指定されている。

This area, with streets lined up with many old temples, is designated as an environmental preservation area of the city.","ことを目的としたものを言う。

Large-scale parks are urban parks that cover a wide area, intended to be used for many purposes.","変化が表れてくるという。

After a Buddhist monk has spent many years undergoing rigorous ascetic training in a temple deep in the mountains, his facial expressions and features should naturally change."
498,手伝う,てつだう,tetsudau,"Verb, Godan verb, Transitive verb",to help; to assist; to aid​,jlpt_n4,"している。

My older brother and his wife run the store together. He suddenly became sick, so I helped out in the store for a while, so my sister-in-law gave me a deep bow and said, “I am indebted to you.”","までゲームをして昼近くまで起きてこない。勉強する

As soon as summer vacation started, my younger brother stayed up late playing video games and didn’t wake up until almost noon. He does not show any signs of studying or helping with the housework, and he is being rather lazy.","だった。

I went back home to the countryside during the consecutive holidays and helped my grandparents pick tea; picking fresh tea leaves by hand turned out to be more arduous than I had expected."
499,途中,とちゅう,tochuu,"Noun, Adverbial Noun",on the way,jlpt_n4,"ことがない。いつも

I have never completed anything, always throwing in the towel before finishing.","が「おはよう」と言って笑っていた。

On my way to school, I was tapped on the shoulder from behind; when I turned around, my friend laughingly said, “Good morning.”","に混ぜている。

A good writer skillfully combines fiction and reality in his or her work."
500,届ける,とどける,todokeru,"Verb, Ichidan verb, Transitive verb",to send​,jlpt_n4,"に届けなければならない。

Any change of address must be reported to the Human Resources Department without delay.","を運ぶ必要はなくなる。

If you like a particular magazine, you can have it delivered to you by subscription, which enables you to avoid visiting a bookstore..","を自宅まで届けてくれるというサービスはありがたい。

A service that provides home delivery of groceries and daily necessities purchased at the supermarket is especially appreciated by elderly people."
501,特急,とっきゅう,tokkyuu,Noun,"limited express (train, faster than an express)",jlpt_n4,"特急のホームは何番ですか

What's the track for the limited express?","超特急はより速く走る

The superexpress Nozomi runs faster than the Hikari.","時計がおくれていたので私は特急にのりそこねた

As my watch was slow, I missed the special express."
502,床屋,とこや,tokoya,Noun,barber,jlpt_n4,"彼はまずめったに床屋へ行かない

He seldom, if ever, goes to the barber's.","床屋さんがあなたの髪をとても短く切りましたね

The barber has cut your hair very short.","私は床屋で散髪した

I had my hair cut at the barber's."
503,特別,とくべつ,tokubetsu,"Noun, Adjective, な-adjective",special; particular; extraordinary; exceptional,jlpt_n4,"国家要人護衛する行う

In the United States, there is a special agency called the Secret Service that is responsible for protecting national dignitaries. It also guards the President and his or her family.","に向かっていった。

Various opinions were expressed, including whether to set an income limit for those eligible for special benefits in the event of a disaster. Despite that, everyone agreed that relief for those affected should be the top priority and that no detailed restrictions should be imposed. Thereafter, the discussion moved on towards a consensus.","のドラマなどが放映されている。

Since August marks the end of the Pacific War, special dramas and other programs that deal with the topic of war and peace are aired every August in Japan."
504,特に,とくに,tokuni,Adverb,particularly; especially; in particular; expressly,jlpt_n4,"がよく似合う。

My favorite voice actor is often described as having a seductive voice, and she is good at playing sexy roles, especially in foreign film dubs.","が良い。

The summit offers a panoramic view of the city, and the night view is particularly splendid.","特に傑出頼もしい

The soccer team I support is outstanding, especially the goalkeeper, who can be guaranteed to catch any ball that comes his way."
505,泊まる,とまる,tomaru,"Verb, Godan verb, Intransitive verb",to stay at,jlpt_n4,"を利用してデジタルデトックスができる宿泊施設に泊まった。久しぶりにスマホやパソコンに

Feeling tired of my smartphone, I took advantage of the holiday to stay at an accommodation specializing in digital detox. For the first time in ages, I was able to enjoy nature and refresh my body and mind without laying a finger on my phone or computer.","禅禅寺泊まった

I stayed at a Zen temple hoping to get a taste of Zen philosophy.","として使用しているそうだ。

The ryokan (a Japanese-style inn), where we will stay today, pumps natural groundwater from their own well and serves it as drinking water for their guests."
506,止める,とめる,tomeru,"Verb, Ichidan verb, Transitive verb",to stop something,jlpt_n4,"必要がある。

Bullying in schools should not be viewed as mere fights or pranks. Rather, bullying should be treated as a serious violation of human rights.","がきれいに見えるところで車を止め、写真を撮った。

During the drive, I stopped at a place where I could see Mt. Fuji beautifully and took some pictures.","を突き止めることができなかった。

A nearby supermarket was burgled late at night, but since no security cameras were installed, the perpetrators could not be traced."
507,遠く,とおく,tooku,"Noun, Adverbial Noun",distant,jlpt_n4,"ことが難しい。

It is difficult to obtain fresh fish in inland areas located far from the sea.","でがっかりした。

I had come a long way to buy the sweets that were featured on TV, but I was disappointed that they were already sold out.","が見える。

When you climb up to the observatory on a clear day, you will see a hazy view of Mt. Fuji in the far distance."
508,通る,とおる,tooru,"Verb, Godan verb, Intransitive verb",to go through,jlpt_n4,"芸術家憧れて渡米一流画家通った

Longing to be in New York, where many artists gather, I moved to the United States and attended art school in order to become a first-class artist.","である。

The student body of my university has a 50/50 split in enrollment between the students who came from its affiliated senior high school and those who came from non-affiliated senior high schools.","のでうるさくて困っている。

We are annoyed by the neighbor’s dog that is noisy and barks every time someone walks by."
509,取り替える,とりかえる,torikaeru,"Verb, Ichidan verb, Transitive verb",to exchange; to swap; to replace,jlpt_n4,"流れを渡っている間に馬を取り替えるな

Never swap horses while crossing a stream.","僕はシャツを取り替えます

I'm going to change my shirt.","別の物と取り替えてください

Could you exchange it with another one?"
510,到頭,とうとう,toutou,Adverb,"finally, after all",jlpt_n4,"彼は彼女に車を運転させるつもりはなかったのだが彼女があまりにせがむものだから彼の方がとうとう折れた

He didn't intend to let her drive but she pestered him so much that he finally gave in.","冷静になろうとしたのだがとうとうかっとなった

I tried to be calm, but finally I lost my temper.","友人についていくことができなかったのでとうとう彼は遅れてしまった

Unable to keep up with his friends, he ended up falling behind."
511,続ける,つづける,tsudzukeru,"Verb, Ichidan verb, Transitive verb",to continue; to keep up; to keep on,jlpt_n4,"となった。選手たちは

Despite the heavy rain, the baseball game was continued. The players were covered in mud, but continued to play hard.","ものだろう。

The sheer effort the Olympic athletes have put into their training is extraordinary, and it is probably well beyond our imagination.","努力が続けられている。

In child daycare centers, where overcrowding is likely, painstaking efforts at sanitizing the facilities frequently have been made to prevent a cluster infection."
512,続く,つづく,tsudzuku,"Verb, Godan verb, Intransitive verb",to continue,jlpt_n4,"今日は雪が降っている。天気予報では

It is snowing today. According to the weather forecast it will continue to snow throughout the day.","ような顔をしている。

On the morning of the last day of the examinations, the students, who had been studying all night, were exhausted and looked shattered.","だろう。

By repeating consecutive losses, it is impossible for our team to be promoted to the higher-ranking league this year."
513,都合,つごう,tsugou,"Noun, Adverb",convenience,jlpt_n4,"ようになってきた。

Advances in digital technology coupled with the promotion of remote work has enabled so-called “work style reforms,” where we are now able to work from home without inconvenience.","40年間勤め上げた

My father ended his career as a schoolteacher after 40 years.","を選んだ。

When I was a student, I was torn between working as a private tutor and working as a cram school instructor for my part-time job.  Eventually, I decided on a tutoring job because it was more flexible and accommodating to my schedules."
514,捕まえる,つかまえる,tsukamaeru,"Verb, Ichidan verb, Transitive verb",to catch,jlpt_n4,"をしていた。

When I was hospitalized, I adjusted my body temperature by draping my cardigan over my shoulders and taking it off.","捕まえよう上に引っかけられた

When I approached to catch a cicada, it flew away, and what is worse, peed on me.","少年はその鳥を網で捕まえた

The boy captured the bird with a net."
515,漬ける,つける,tsukeru,"Verb, Ichidan verb, Transitive verb",to soak; to pickle,jlpt_n4,,,
516,月,つき,tsuki,Noun,moon,jlpt_n4,"になった。

As I age, I now hate being asked for my date of birth.","だ。秋の

Today is the night of the full moon. The bright, clear, full moon that appears in the autumn night sky is beautiful.","した。

In November, I visited Arashiyama in Kyoto with friends and enjoyed seeing the beautiful autumn leaves."
517,付く,つく,tsuku,"Verb, Godan verb, Intransitive verb",to be attached,jlpt_n4,"可能性があるので分けて洗濯している。

Deep-colored clothes are washed separately in order to prevent color transfer onto other clothes.","してステーキにした。フライパンに

I have decided to splurge on dinner and will have steak. I will heat oil in a frying pan over medium heat, then add the beef and cook it until it turns brown.","に落ちていく。

Raindrops on the leaves of the trees are falling to the ground in dribbles."
518,妻,つま,tsuma,Noun,(humble) wife,jlpt_n4,"したが、再発の可能性がないわけではないので、今後も定期的な検査が必要だ。

My wife’s cancer has gone into remission, but there is a possibility of recurrence, so she will still need regular checkups.","で問題があっても真剣に向き合わず、なあなあですませてきた。そのため、

Even when there have been problems in the family, I have not taken them seriously and have been letting things slide. Because of this, I do not know what my wife and daughter are thinking.","を買ってしまった。

I secretly bought a five-hundred-thousand-yen watch without the knowledge of my wife."
519,連れる,つれる,tsureru,"Verb, Ichidan verb, Transitive verb",to take (someone) with one,jlpt_n4,"道路脇子犬懐いた

I found an abandoned puppy at a street corner. When I brought it home, it quickly became attached to my family.","だ。

We have a dog, so it is part of my routine to take him for a walk every morning.","を出た。

The wife, fed up with her husband who drank every day and did not work, finally decided to divorce him and left home with her children."
520,釣る,つる,tsuru,"Verb, Godan verb, Transitive verb",to fish,jlpt_n4,"ようにしている。

In order to reduce the decline in fish numbers, we always release the fish that we have caught.","が見えるホテルでのんびり過ごす予定だ。

I plan to spend my summer vacation relaxing at a hotel by the lake with a view of Mt. Fuji.","食べた。

I was fishing in the river in the morning and caught as many as five fish, which I immediately grilled and ate by the river."
521,伝える,つたえる,tsutaeru,"Verb, Ichidan verb, Transitive verb",to report; to tell,jlpt_n4,"に伝える遺跡が世界遺産に登録された。

The ruins, which reveal the story of people’s lives in the Jōmon period, are registered as a UNESCO World Heritage Site.","ところと伝えられている。

The history of this hot springs in the mountains is long, and it is said to have been a place where warlords of the Warring States Period healed wounds that had been received in battle.","は自分は悪くないとばかりに抗弁してくる。

Even when I criticise my subordinate with the intention of giving him guidance, he contradicts me as if to say that he is not at fault."
522,包む,つつむ,tsutsumu,"Verb, Godan verb, Transitive verb",to wrap,jlpt_n4,"今年の夏はどうしてセミが大量発生したのだろうか。その原因は不明で、

Why was there a large outbreak of cicadas this summer? The cause is unknown and shrouded in mystery.","な緊張感に包まれていた。

The talks between the two countries with conflicting interests were filled with a strange tension.","をネットで調べてみた。

I was invited to a colleague’s wedding. As I did not know how much money I was expected to give in celebration of their wedding, I checked online."
523,腕,うで,ude,Noun,arm,jlpt_n4,"を買ってしまった。

I secretly bought a five-hundred-thousand-yen watch without the knowledge of my wife.","に強烈な印象を与えた。

The performance of the principal actor, who played the role of a brilliant old swordsman, left a strong impression on the viewers.","をすることがある。

In the hospital, a child’s blood may be drawn using a device that secures the arm to prevent it from moving during blood sampling."
524,植える,うえる,ueru,"Verb, Ichidan verb, Transitive verb",to plant; to grow,jlpt_n4,"を買ってきて、庭に植えた。春に収穫するのが楽しみだ。

I bought bean seedlings at a gardening center and planted them in my garden. I am looking forward to harvesting them in the spring.","を感じた。

I felt that spring had arrived when I saw the sprouting tulip bulbs that I had planted in my garden.","川川沿い桜木毎年春人賑わう

Cherry trees planted along the nearby river attract many people every spring when the cherry blossoms are out."
525,動く,うごく,ugoku,"Verb, Godan verb, Intransitive verb",to move,jlpt_n4,"をすることがある。

In the hospital, a child’s blood may be drawn using a device that secures the arm to prevent it from moving during blood sampling.","が大きく動いた。

Stock prices moved sharply upon the announcement of the merger between two major car companies.","を引き起こすという例が見られる。

In winter mountain climbing accidents, even where there is no significant physical injury, there have been a number of reported cases in which the person became unable to move owing to hypothermia, which resulted in their freezing to death."
526,伺う,うかがう,ukagau,"Verb, Godan verb, Transitive verb",to visit,jlpt_n4,"から、もう一度家族で話し合おう」と言った。

Regarding the future course of treatment for our sick mother, my older sister said, “Let’s talk about it again as a family after we hear from the doctor in charge tomorrow.”","のですが。」と

I was lost, so I decided to ask a kind-looking woman for directions, and said, “Excuse me, but could you help me, please?”","と思っている。

I received a message that my letter of recommendation for the scholarship was ready, so I am planning to visit my academic advisor without delay tomorrow."
527,受ける,うける,ukeru,"Verb, Ichidan verb, Transitive verb",to take a lesson or test,jlpt_n4,"し、会社をやめるまでに追い込まれてしまった。

My friend developed depression following repeated harassment by his supervisor at work; this drove him to leave the company.","検査を受けたが、結果は「異常なし」だった。

I underwent a thorough examination because of my poor blood test values, but the results were “normal.”","閉店とさせていただきます。ご不便をおかけしますが、なにとぞご理解

Owing to the declaration concerning the state of emergency, our store will be closed at 8:00 p.m. for the time being. We apologize for any inconvenience this may cause and ask for your understanding and cooperation."
528,受付,うけつけ,uketsuke,Noun,reception (desk); information desk​,jlpt_n4,"を記入し、よく見える場所に貼らなければならない。

When disposing of bulky waste, you must write your name or receipt number on the bulky waste disposal ticket and attach it prominently.","がはってあった。

The company’s reception desk was empty, and there was a sign that read, “Please ring the bell if you need us.”","な顔で私を見た。

When I talked to a stranger to ask for directions, he (she) gave me a puzzled look."
529,生まれ,うまれ,umare,Noun,birth,jlpt_n4,"生まれてくる赤ちゃんの幸せを考えて姓名判断で名前を決めた。

We decided on the name of the coming baby based on onomancy, or divination from names, wishing for her happiness.","に赤ちゃんが生まれる予定なので、出産祝いにベビー服をプレゼントしようと思う。

My older sister and her husband are expecting a baby next month, so I’m thinking of giving them some baby clothes as a celebration present.","を感じる。

We admire weeds that grow strongly even when trampled underfoot."
530,運転手,うんてんしゅ,untenshu,Noun,driver; chauffeur,jlpt_n4,"ことはない。

When taking a cab in an unfamiliar area, it is best to be careful, as the driver may take advantage of you and rip you off by traveling the long way without you realizing it.","の接触事故があった。

There was an accident between a car and a pedestrian in a supermarket parking lot. It was caused by carelessness on the driver’s part.","彼女はタクシーの運転手ですか

Is she a taxi driver?"
531,裏,うら,ura,Noun,reverse side,jlpt_n4,"正門前怖い先輩先輩裏門入った

There was a scary senior student in front of the main gate of the school, so I sneaked in through the back gate to avoid being seen.","で負けている。しかし、

The game is already in the last half of the eighth innings and our team is losing by six points. However, if we hit a grand slam home run, there is a possibility that we can still win this game.","祖父家裏山木々鬱蒼生い茂り林中昼間薄暗かった

The hill behind my grandfather’s house, which I visited as a child, was thickly overgrown with trees, and the wood was dark even in the daytime."
532,嬉しい,うれしい,ureshii,"Adjective, い-adjective",happy,jlpt_n4,"新居引っ越し隣挨拶嬉しかった

When I moved into my new house and went to introduce myself to my neighbors, I was pleased to hear them say,  “If you come across any problems, please don’t hesitate to ask for our help any time.”","大学の合格通知を手にしたとき、嬉しくて涙が出た。

I wept with joy when I received the acceptance letter from the university.","ない。

I am not too happy when I receive a “obligation chocholate” (given out of a sense of obligation on Valentine’s Day) from a girl I am not that close to, because I don’t want to think about what I should give her as a return gift."
533,売り場,うりば,uriba,Noun,selling area,jlpt_n4,"なだめていた。

At a toy store, a father was trying his best to soothe his crying child who was begging him to buy her a new toy.","のチョコレート売り場ができる。

As Valentine’s Day approaches on February 14, supermarkets will open a counter specifically devoted to Valentine’s Day chocolates. Many people probably give “obligation chocholates” (given out of a sense of obligation on Valentine’s Day) to fellow workers and superiors at their workplaces or schools.","切符売り場はどこですか

Where's the ticket booth?"
534,嘘,うそ,uso,Noun,a lie,jlpt_n4,"の善悪はきちんと教えるべきである。例えば、

Even young children should be taught right from wrong. For example, that lying to others or being violent is bad behavior that is not tolerated.","をついていたのだということがわかった。

The legislator who had been claiming not to have received any bribes was arrested, and it became clear that everything had been a lie.","昨夜暴風雨嘘今日晴れ上がった

Today, the sky cleared up nicely as if last night’s rainstorm was a figment of my imagination."
535,打つ,うつ,utsu,"Verb, Godan verb, Transitive verb",to hit,jlpt_n4,"で負けている。しかし、

The game is already in the last half of the eighth innings and our team is losing by six points. However, if we hit a grand slam home run, there is a possibility that we can still win this game.","が少なく、打ちやすい。

The tennis racket I inherited from my aunt, who is similar to me in stature, is easier to play with and has less impact when receiving the ball compared to the racket I used to use.","王貞治1977年756号本塁打世界記録樹立した

Oh Sadaharu hit his 756th home run in 1977, setting a world record for the number of home runs in baseball."
536,美しい,うつくしい,utsukushii,"Adjective, い-adjective",beautiful,jlpt_n4,"されてきた。

Silk, a natural fiber, has been prized since ancient times for its light weight, softness, and lustrous beauty.","だ。秋の

Today is the night of the full moon. The bright, clear, full moon that appears in the autumn night sky is beautiful.","した。

In November, I visited Arashiyama in Kyoto with friends and enjoyed seeing the beautiful autumn leaves."
537,移る,うつる,utsuru,"Verb, Godan verb, Intransitive verb",to move house or transfer,jlpt_n4,"がよく聞こえるため、マンションを購入するときは注意する必要がある。

Depending on the structure of the building, one can often hear sounds from neighboring rooms, so one should be careful when purchasing a condominium.","が移ってペットとして飼うことにした。

While feeding a stray cat in the neighborhood, I became emotionally attached to it and decided to bring the cat home as my pet.","が移り、産業構造が変化した。

In postwar Japan, the industrial structure changed as the focus of priority shifted from primary industries such as agriculture, forestry, and fishing, to secondary industries such as manufacturing and construction."
538,写す,うつす,utsusu,"Verb, Godan verb, Transitive verb",to copy or photograph,jlpt_n4,"が印象的った。

In an exhibition of photographs of the summer sky, one of the most impressive was a photograph that beautifully captured the moment of a lightning strike.","いた。

The decisive moment when a pickpocket stole the money was caught on a surveillance camera.","彼は友達のノートを正確に写した

He copied his friend's notebook with precision."
539,ワープロ,,waapuro,"Noun, Katakana",word processor,jlpt_n4,"父は私にワープロを買ってくれた

Father bought me a word processor.","彼らはワープロにいつも手を焼いている

They're always having trouble with their word processor.","彼は電動タイプライターが欲しかったが友人は彼を説き伏せてワープロを買わせた

He wanted to buy an electric typewriter but his friend talked him into buying a word processor."
540,別れる,わかれる,wakareru,"Verb, Ichidan verb, Intransitive verb",to separate,jlpt_n4,"が合わないと気づき、結婚には至らず別れた。

After dating my girlfriend for about a year, we realized that we were somehow incompatible and broke up.","別れた。

On December 28, having finished the last working day of the year, my colleagues and I parted ways after exchanging a New Year’s wish by saying, “Have a happy New Year.”","いたのかもしれない。

Having been separated from his family during the war when he was very young, my father may have craved family affection."
541,沸かす,わかす,wakasu,"Verb, Godan verb, Transitive verb",to boil; to heat,jlpt_n4,"紅茶を飲むことが多い。

Since it is getting colder, I often boil water in an electric kettle and drink hot black tea these days.","御湯を沸かしてちょうだい

Bring the water to the boil.","はコーヒーを入れる為にお湯を沸かしている

Jessie is boiling water to make coffee."
542,沸く,わく,waku,"Verb, Godan verb, Intransitive verb",to boil,jlpt_n4,"勝利の知らせに国中が喜びに沸いた

On hearing of the victory, the whole nation shouted for joy.","薬缶のお湯が沸いている

The kettle is boiling.","彼女はお茶を入れる前にお湯が沸くまで待った

She waited until the water boiled before making the tea with it."
543,笑う,わらう,warau,"Verb, Godan verb, Intransitive verb",to laugh; to smile,jlpt_n4,"次の日のテスト勉強をしているとき、友だちが突然部屋に遊びに来た。私はニコニコ笑って

While I was studying for the next day’s test, a friend unexpectedly came to visit me in my room. I welcomed him with a big smile, but the truth of the matter was that I was actually annoyed.","高校2年生1年合言葉仲間部活励んだ

As second year students in senior high school we worked hard in our studies and extracurricular activities citing the motto “Whether in tears or laughter, just one more year” together with our friends.","しまった。

My girlfriend was very beautiful, but my love for her instantly evaporated like the ebbing tide of the ocean when I heard her laughing at her long-time childhood friend, whom she called “provincial” and “dumb.”"
544,割れる,われる,wareru,"Verb, Ichidan verb, Intransitive verb",to break,jlpt_n4,"を踏むと、ぱりっと割れた。

I stepped on a thin layer of ice on top of a puddle and it cracked.","スマートフォンを落としてしまい、画面がばりばりに割れてしまった。

I dropped my smartphone and the screen cracked into pieces.","友人からもらったコンパクトの鏡の部分が割れてしまいました

The mirror on a compact I got from a friend has cracked."
545,割合,わりあい,wariai,Noun,rate; ratio,jlpt_n4,"によって供給量が変動する。

The supply of agricultural products fluctuates in response to the weather.","である。

The student body of my university has a 50/50 split in enrollment between the students who came from its affiliated senior high school and those who came from non-affiliated senior high schools.","が増えた。

Japan once produced around 90% of its beef supply, but trade negotiations between Japan and the U.S. over beef led to a subsequent increase in the percentage of imported beef."
546,忘れ物,わすれもの,wasuremono,Noun,lost article,jlpt_n4,"妹はせっかちだからよく忘れ物をする

My sister is always in such a hurry that she often leaves things behind.","が多い。

On rainy days, many people forget their umbrellas on the train.","忘れ物ない

Do you have everything?"
547,焼ける,やける,yakeru,"Verb, Ichidan verb, Intransitive verb",to burn; to be roasted,jlpt_n4,"がしてきた。

The savory smell of baked bread swirled from the kitchen.","森林火災森3分の1野生動物生息地失った

Forest fires burned one-third of the forest; consequently, many wild animals lost their habitat.","しまっている。

The colors of all the photos in the 50-year-old album have faded."
548,焼く,やく,yaku,"Verb, Godan verb, Transitive verb",to bake; to grill,jlpt_n4,"肉塩馴染ませる

Sprinkle salt and pepper all over the meat and blend well before grilling.","いる。

The fountain pen I have been using for 10 years now fits comfortably in my hand.","が破れない。

Make diagonal slits in the sausage before grilling to prevent the skin from tearing."
549,役に立つ,やくにたつ,yakunitatsu,"Verb, Godan verb, Expression",to be helpful,jlpt_n4,"秘書時役に立った

Her experience working as a secretary in a company was useful when teaching a Business Japanese class at a Japanese language school.","このドライバーは小さすぎて役に立たない

This screwdriver is too small to be any use.","旅行でこのガイドブックが役に立つかもしれませんよ

This guidebook might be of use to you on your trip."
550,約束,やくそく,yakusoku,"Noun, Suru verb",promise,jlpt_n4,"な顔で私を見た。

When I talked to a stranger to ask for directions, he (she) gave me a puzzled look.","なくコミュニケーションするのはつくづく難しいと思った。

When I was arranging to meet up with a friend, I asked “Nande kuru no?” (How/Why will you come?) intending simply to clarify how my friend would be travelling. Unfortunately, it was misconstrued to mean: “Why are you coming? I don’t want you to come.” This experience made me realize how easy it is to misunderstand or misconstrue when texting.","の格差はまだ解消されていない。

It has been a long time since we have heard the phrase, “the development of society where women can reach their highest potential,” but gender disparity in our society has yet to be bridged."
551,止む,やむ,yamu,"Verb, Godan verb, Intransitive verb",to stop,jlpt_n4,"に向かった。

When my child went to preschool for the first time, he would not stop crying. I felt a wrench when I parted from him to go to work.","。雲の

The rain that had been falling earlier stopped. The sun began to shine through a break in the clouds.","戦闘に携わる兵士たちは戦闘が止んでいるときに好んで平穏無事な時代を想い返す

Combat soldiers during peaceful moments like to reminisce of their halcyon days."
552,やっぱり,,yappari,Adverb,as I thought,jlpt_n4,"さんのかなと思っていたら、やっぱりそうだった。

When I looked at the memo, I assumed from the handwriting that it was written by Mr. Satō. As it turned out, it was indeed written by him.","と思っている。

If I were to study French cuisine, I would, of course, want to go to France to train.","では大変で、手伝ってもらえばよかったと後悔した。

Although I tried to put up a tough front to my friend by saying that I didn’t need help, it was still very difficult for me to do it alone. I later regretted having turned my friend down and thought to myself that I should have asked for her help."
