japanese_expression,english_meaning,grammar_structure,labels,example_1,example_2,example_3,example_4,example_5
直ちに(tadachi ni),at once; immediately; directly; in person; automatically ~,"Meaning 意味 at once; immediately; directly; in person; automatically ~
example sentences
vocabulary list
related grammar
Level: JLPT N2
Tags: Japanese adverbs
How to use 使い方 直ちに phrase Related Kanji 漢字 N3 Kanji: 直 (choku, nao) straightaway",jlpt_n2,"彼らは直ちに彼女に手術をしなければならないだろう。
karera wa tadachi ni kanojo ni shujitsu o shinakereba naranai darou.
They will have to operate on the woman immediately.","私はこの仕事を直ちにしなければならない。
watashi wa kono shigoto o tadachi ni shinakereba naranai.
I must do this work immediately.","万一間違いを見つけたら、直ちに知らせてください。
manichi machigai o mitsuketara, tadachi ni shirasete kudasai.
If you should find any mistakes, please let me know at once.","彼女は仕事が終わって直ちに事務所を出た。
kanojo wa shigoto ga owatte tadachi ni jimusho o deta.
She left the office immediately after work.","直ちに出発しないと、私は約束に遅れるだろう。
tadachi ni shuppatsu shinai to, watashi wa yakusoku ni okureru darou.
Unless I leave right away, I'll be late for my appointment."
たまえ(tamae),do~; order somebody to do something,"Meaning 意味 do~; order somebody to do something
example sentences
vocabulary list
related grammar
Level: JLPT N2
Tags: stem form grammar , suffix
How to use 使い方 Verb ます (stem form) たまえ",jlpt_n2,"入りたまえ。
hairi tamae.
Come in.","分からない事があったら何でも聞きたまえ。
wakaranai koto ga attara nan demo kiki tamae.
Ask anything if you don't understand.","この金は君の好きなように使いたまえ。
kono kane wa kimo no suki na you ni tsukai tamae.
Use this money as you like.","ご飯を食べる前に手を洗いたまえ。
gohan o taberu mae ni te o arai tamae.
Wash your hands before eating.","静かに！ちゃんと上司の説明を聞きたまえ。
shizuka ni! chanto joushi no setsumei o kiki tamae.
Be quiet! Make sure to listen to the boss's explanation."
てばかりはいられない(te bakari wa irarenai),can’t keep doing ~,"Meaning 意味 can’t keep doing ~
example sentences
vocabulary list
related grammar
Level: JLPT N2
Tags: ばかり expressions
How to use 使い方 Verb (て form) ばかりは ばかりも いられない",jlpt_n2,"どんなに辛くても、泣いてばかりもいられない。
donna ni tsurakutemo, naite bakari mo irarenai
No matter how tough it gets, I can't keep crying like this.","もう親に頼ってばかりはいられない。
mou oya ni tayotte bakari wa irarenai.
I can't keep relying on my parents forever.","先輩に聞いてばかりはいられない。自分でできるようにならないと。
senpai ni kiite bakari wa irarenai. Jibun de dekiru youni naranai to.
I can't keep asking my senpai for every little thing, I have to learn to do thins on my own.","今日の試合に勝ったからといって喜んでばかりはいられない。
kyou no shiai ni katta kara to itte, yorokonde bakari wa irarenai.
Just because we won today's match doesn't mean we can stay happy forever.","体の調子が悪いからといって、このまま会社を休んでばかりはいられない。
karada no choushi ga warui kara to itte, kono mama kaisha o yasunde bakari wa irarenai.
Even though I'm not feeling well, I can't keep missing work like this forever."
て以来(te irai),since; henceforth ~,"Meaning 意味 since; henceforth ~
example sentences
vocabulary list
related grammar
Level: JLPT N2
How to use 使い方 Verb (てform) 以来 Noun",jlpt_n2,"日本に来て以来、母の料理を食べていない。
nihon ni kite irai, haha no ryouri o tabete inai.
I haven't eaten my mother's cooking since coming to Japan.","彼女は入学以来、一度も授業を休んでいない。
kanojo wa nyuugaku irai, ichido mo jugyou o yasunde inai.
She hasn't missed a class since starting school.","彼は一人暮らしを始めて以来、ずっと外食が続いている。
kare wa hitori gurashi o hajimete irai, zutto gaishoku ga tsudukete iru.
He's been constantly eating out since he started living alone.","その寿司屋の寿司を食べて以来、ずっとそのお店のファンです。
sono sushiya no sushi o tabete irai, zutto sono mise no fan desu.
I've been a fan of that sushi restaurant ever since I first tried their sushi.","大学に入学以来、生活のために毎日バイトしている。
daigaku ni nyuugaku irai, seikatsu no tame ni mainichi baito shiteiru.
Since starting university, I've been working a part-time job to help with my expenses."
ていては(te ite wa),if one keeps doing ~,"Meaning 意味 if one keeps doing ~
example sentences
vocabulary list
related grammar
Level: JLPT N2
How to use 使い方 Verb (て form) いては",jlpt_n2,"そんなに甘いものばかり食べていては、太りますよ。
sonna amai mono bakari tabete ite wa, futorimasu yo.
If you only eat sweets, you will gain weight.","そんな暗いところで本を読んでいては目が悪くなってしまうよ。
sonna kurai tokoro de hon o yonde ite wa me ga waruku natte shimau yo.
If you keep reading books in such a dark place, your eyes will go bad.","いつも親に頼っていては、成長が出来ないよ。
itsumo oya ni tayotte ite wa, seichou ga dekinai yo.
If you keep always relying on your parents, you will never be able to grow as a person.","毎日そんなに遅くまで残業をしていては体を壊しますよ。
mainichi sonna ni osoku made zangyou o shite ite wa karada o kowashimasu.
If you keep working overtime late like that you're going to destroy your body.","そんなに毎日甘いものばかり食べていては虫歯になりますよ。
sonna ni mainichi amai mono bakari tabete ite wa mushiba ni narimasu yo.
If you keep eating nothing but sweets every day, you're going to get some cavities."
てこそ(te koso),now that; since (something happened),"Meaning 意味 now that; since (something happened)
example sentences
vocabulary list
related grammar
Level: JLPT N2
How to use 使い方 Verb (て form) こそ",jlpt_n2,"親になってこそ、親の苦労や気持ちがわかるものだ。
oya ni natte koso, oya no kurou ya kimochi ga wakaru mono da.
Only after you become a parent can you understand the struggles and feelings of raising children.","生活費を自分で稼いでこそ、自立していると言えます。
seikatsuhi o jibun de kaseide koso, jiritsu shiteiru to wa iemasu.
Only after you start earning a living for yourself can you claim to be independent.","会話は、相手が参加してくれてこそ成功します。
kaiwa wa, aite ga sanka shite kurete koso seiko shimasu.
A conversation can only happen when both parties engage in it.","日本で生活してこそ文化が分かるというものだ。
nihon de seikatsu shite koso bunka ga wakaru to iu mono da.
Only after living in Japan will you truly understand its culture.","困った時に助け合ってこそ本当の友達です。
komatta toki ni tasukeatte koso hontou no tomodachi desu.
After helping each-other when we were in trouble, we've become true friends."
てならない(te naranai),can't help but; dying to; extremely ~,"Meaning 意味 can't help but; dying to; extremely ~
example sentences
vocabulary list
related grammar
Level: JLPT N2
How to use 使い方 Verb (て form) ならない な-adjective + で い-adjective + い くて",jlpt_n2,"うちの息子が大学に合格して、うれしくてならない。
uchi no musuko ga daigaku ni goukaku shite, ureshikute naranai.
I’m so glad that my son passed the university entrance exam.","外国で生活した時、不安でならなかった。
gaikoku de seikatsu shita toki, fuande naranakatta.
I was very nervous when I lived abroad.","あの二人はどうして離婚したのか、知りたくてならない。
ano futari wa doushite rikon shita no ka, shiritakute naranai.
I really want to know why those got divorced.","親友の結婚式に出席できないのが残念でならない。
shinyuu no kekkonshiki ni shusseki dekinainoga zannende naranai.
I'm extremely disappointed that I cannot attend my best friend's wedding.","この駅の近くは、悪い人が多いから、危なくてならない。
kono eki no chikaku wa, warui hito ga ooi kara, abunakute naranai.
There are a lot of bad people near this station so it is very dangerous."
てたまらない(te tamaranai),can't help but; dying to; extremely ~,"Meaning 意味 can't help but; dying to; extremely ~
example sentences
vocabulary list
related grammar
Level: JLPT N2
How to use 使い方 Verb (たくて form) たまらない な-adjective + な で い-adjective + い くて",jlpt_n2,"あなたに会いたくてたまらない。
anata ni aetakute tamaranai.
I want to see you so bad...","日本の夏は暑すぎてたまらない。
nihon no natsu wa atsusugite tamaranai.
I can't stand Japan's hot summer.","私は外国へ行きたくてたまらない。
watashi wa gaikoku e ikitakute tamaranai.
I am aching to go abroad.","子どものことが心配でたまらない。
kodomo no koto ga shinpai de tamaranai.
I'm overwhelmed with worry about my children.","私は目が痛くてたまらない。
watashi wa me ga itakute tamaranai.
My eyes hurt so much I can't stand it."
て当然だ(te touzen da),natural; as a matter of course,"Meaning 意味 natural; as a matter of course
example sentences
vocabulary list
related grammar
Level: JLPT N2
How to use 使い方 Verb (て form) 当然だ 当たり前だ な-adjective + で い-adjective + い くて Related Kanji 漢字 N3 Kanji: 当 (tou, ataru) hit N3 Kanji: 然 (zen, nen, shika, sa) Meaning: sort of thing, if so",jlpt_n2,"毎日遅くまで残業しているから、疲れて当然だ。
mainichi osoku made zangyou shite iru kara, tsukarete touzen da.
You're working overtime late everyday, so it's only natural to be tired.","人間だから間違いがあって当然です。そんなに落ち込まないでください。
ningen da kara machigai ga atte touzen desu. sonnani ochikomanaide kudasai.
You're only human, so it's natural to make mistakes. Don't let it get you down.","マンションの近くに電車が走っているから、うるさくて当たり前だ。
manshon no chikaku ni densha ga hashitte iru kara, urusakute atari mae da.
There are trains going by nearby the apartment, so it's of course going to be loud.","今回のテストはとても簡単なので満点が取れて当然です。
konkai no tesuto wa totemo kantan na no de manten ga torete touzen desu.
The test this time was very easy, so it's only natural to be able to get a full score.","女性だから料理ができて当たり前だと思わないでください。
josei da kara ryouri ga dekite atari mae da to omowanai de kudasai.
Please don't think that just because someone is a girl it's natural for them to be able to cook."
ては / では(tewa / dewa),whenever; if; when~; repetitive action,"Meaning 意味 whenever; if; when~; repetitive action
example sentences
vocabulary list
related grammar
Level: JLPT N2
Tags: Japanese particles
How to use 使い方 Verb (て form) は Noun + で な-adjective + で い-adjective + い くて",jlpt_n2,"こんなに雨が降っては、買い物ができないな。
konna ni ame ga futte wa, kaimono ga dekinai na.
I can't go shopping if it keeps raining like this.","彼の成績がこんなに悪くては、卒業もできないだろう。
kare no seiseki ga konnani waru kute, sotsugyou mo dekinai darou.
When his grades are this bad, he may not be able to graduate.","彼が相手では勝てるわけがない。
kare ga aite de wa kateru wake ga nai.
If he is my opponent, there is no way I can win.","君のレストランの料理がまずくては誰も来ませんよ。
kimi no resutoran no ryouri ga mazuku tewa dare mo kimasen yo.
If your restaurant's food is not good, no one will come.","この仕事、彼に任せてはいかがでしょう？
kono shigoto, kare ni makasete wa ikaga deshou ka?
How about leaving this work to him?"
てはならない(tewa naranai),must not; cannot; should not ~,"Meaning 意味 must not; cannot; should not ~
example sentences
vocabulary list
related grammar
Level: JLPT N2
How to use 使い方 Verb (て form) はならない",jlpt_n2,"過去を忘れてはならない。
kako o wasuretewa naranai.
We must never forget the past.","教師はいじめを見逃してはならない。
kyoushi wa ijime o minogashitewa naranai.
Teachers must not overlook bullying.","水は生きるためになくてはならない。
mizu wa ikiru tame ni nakutewa naranai.
Water is necessary for life.","どんなことでも失敗したら、人のせいにしてはなりません。
donna koto demo shippai shitara, hito no sei ni shitewa narimasen.
No matter the failure, you must not place the blame on others.","友達と約束したから、秘密を漏らしてはならない。
tomodachi to yakusoku shita kara, himitsu o morashitewa naranai.
I promised my friend, so their secret must not be leaked out."
ては～ては(tewa~tewa),repetitive situations/actions,"Meaning 意味 repetitive situations/actions
example sentences
vocabulary list
related grammar
Level: JLPT N2
Tags: Japanese particles
How to use 使い方 V 1 ては V 2 て V 1 ては V 2 て V 2 ます V 2 ます",jlpt_n2,"立っては座り、座っては立ち、気分が落ち着かない。
tatte wa suwari, suwatte wa tachi, kibun ga ochitsukanai.
I keep standing and sitting down again, and can't seem to settle down.","食べては寝て、寝ては食べの生活は必ず太る。
tabete wa nete, nete wa tabe no seikatsu wa kanarazu futoru.
If you do nothing but sleep and eat, you will definitely gain weight.","雨が降ってはやんで降ってはやんでの日が続いている。
ame ga futte wa yande futte wa yande no hi ga tsuzuiteiru.
It keeps raining on and off every day.","学んだことを覚えては忘れ、覚えては忘れを繰り返している。
mananda koto o oboe tewa wasure, oboe tewa wasure o kurikaeshite iru.
I keep repeating the cycle of memorizing and forgetting what I've studied.","結婚しては離婚して、離婚しては結婚している彼は信用できない。
kekkon shi tewa rikon shite, rikon shi tewa kekkon shite iru kare wa shinyou dekinai.
He keeps getting married and divorced, so I don't trust him."
と同時に(to douji ni),at the same time as; while; simultaneously ~,"Meaning 意味 at the same time as; while; simultaneously ~
example sentences
vocabulary list
related grammar
Level: JLPT N2
Tags: Japanese adverbs , Japanese conjunctions
How to use 使い方 Verb (casual, non-past) と同時に Noun な-adj + である Related Kanji 漢字 N4 Kanji: 同 (dou, onaji) same, agree N5 Kanji: 時 (ji, toki) time, hour",jlpt_n2,"彼らは笑うと同時に泣いた。
karera wa warau to douji ni naita.
They laughed and cried at the same time.","大学に入学すると同時に、私はアルバイトを始めました。
daigaku ni nyuugaku suru to douji ni, watashi wa, arubaito o hajimemashita.
I started a part-time job at the same time that I entered university.","その店は開店と同時に満席になった。
sono mise wa kaiten to douji ni manseki ni natta.
That restaurant became full at the same time that it opened.","私が乗り込むと同時に電車のドアが閉まった。
watashi ga norikomu to douji ni densha no doa ga shimatta.
The door closed at the same time as I walked onto the train.","昨日のニュースは大阪で地震と同時に火事が起こった。
kinou no nyuusu wa oosaka de jishin to douji ni kaji ga okotta.
According to yesterday's news, a fire coincided with the earthquake in Osaka."
といった(to itta),like; such as ~,"Meaning 意味 like; such as ~
example sentences
vocabulary list
related grammar
Level: JLPT N2
Tags: Japanese conjunctions
How to use 使い方 Noun といった",jlpt_n2,"バスケットボール、サッカーといったスポーツは大学生に人気がある。
basuketto booru, sakkaa to itta supootsu wa daigakusei ni ninki ga aru.
Sports such as basketball and soccer are popular with college students.","とんかつや天ぷらといった揚げ物の料理が好きです。
tonkatsu ya tenpura to itta agemono no ryouri ga suki desu.
I love fried foods like ""tonkatsu"" and ""tempura"".","彼女はアイスクリームやチョコレートといった甘い物が好きだ。
kanojo wa aisu kuriimu ya chokoretto to itta amai mono ga suki da.
She likes sweets such as ice cream and chocolate.","トヨタやホンダといった車の会社は世界で有名だ。
toyota ya honda to itta kuruma no kaisha wa sekai de yuumei da.
Car companies such as Toyota and Honda are famous in the world.","この日本語学校にはタイ、ベトナムといった東南アジアからの留学生が多い。
kono nihongo gakkou ni wa tai, betonamu to itta tounan ajia kara no ryuugakusei ga ooi.
This Japanese language school has many students from Southeast Asia such as Thailand and Vietnam."
というふうに(to iu fuu ni),in such a way that ~,"Meaning 意味 in such a way that ~
example sentences
vocabulary list
related grammar
Level: JLPT N2
How to use 使い方 Phrase という風に というふうに",jlpt_n2,"彼女は信じられないというふうに頭を振った。
kanojo wa shinjirarenai toiu fuu ni atama o futta.
She shook her head in disbelief.","彼はいつも自分が天才だというふうに思い込んでいた。
kare wa itsumo jibun ga tensai da toiu fuu ni omoikonde ita.
He always fancied himself as a genius.","これは非常に大事なことだという風に思っております。
kore wa hijou ni daiji na koto da to iu fuu ni omotte orimasu.
I believe that this is extremely important.","日本にはどういう影響があるというふうに見ていますか。
nihon ni wa douiu eikyou ga aru toiu fuu ni mite imasu ka?
How do you see this affecting Japan?","彼はどうしようもないという風に首を振った。
kare wa dou shiyou mo nai to iu fuu ni kubi o futta.
He shook his head as if to say it's hopeless."
ということは(to iu koto wa),that is to say; so that means; in other words ~,"Meaning 意味 that is to say; so that means; in other words ~
example sentences
vocabulary list
related grammar
Level: JLPT N2
Tags: こと expressions
How to use 使い方 Clause 1 ということは clause 2",jlpt_n2,"あなたが会社を辞めるということは本当ですか。
anata ga kaisha o yameru to iu koto wa hontou desu ka?
Is it true that you are quitting the company?","彼は、まだ来ませんね。ということは、今日は欠席ですね。
kare, mada kimasen ne. toiu koto wa kyou wa kesseki desu ne.
He still hasn't come, so he will be marked as absent for today.","30％割引きということは、２万円なら６千円安くなるんですね。
30％わりびきということは、２まんえんなら６せんえんやすくなるんですね。
30％ waribiki toiu koto wa, 2 manen nara 6 senen yasuku narun desu ne.","あの家を売ったということは、おそらく事業に失敗したのだろう。
ano ie o utta toiu koto wa, osoraku jigyou ni shippai shita no darou.
Since they are selling that house, I wonder if their business failed?","一日8時間月曜日から土曜日まで働くということは、一週間で48時間の労働だ。
ichinichi 8 jikan getsuyoubi kara doyoubi made hataraku toiu koto wa, isshuukan de 48 jikan no roudou da.
Working 8 hours everyday from Monday to Saturday means 48 hours of work in one week."
というものだ(to iu mono da),something like; something called ~,"Meaning 意味 something like; something called ~
example sentences
vocabulary list
related grammar
Level: JLPT N2
How to use 使い方 Verb (casual form) というものだ というものがある Noun + だ な-adjective + だ い-adjective + い",jlpt_n2,"これがいわゆる「天ぷら」というものです。
kore ga iwayuru 「tenpura」to iu mono desu.
This is what we call ""tempura"".","辛い時に助けてくれるのが、親友というものだ。
tsurai toki ni tasukete kureru no ga, shinyuu to iu mono da.
Those who help you in rough times are called true friends.","それがまさに愛というものだ。
sore ga masa ni ai to iu mono da.
That is what love is all about.","人はみんな平等ではない。それが人生というものだ。
hito wa minna byoudou dewa nai. sore ga jinsei to iu mono da.
Not all people are equal. That's just part of life.","私は山田ケンというものです。
watashi wa yamada ken to iu mono desu.
My name is Ken Yamada."
というものではない(to iu mono dewa nai),there is no guarantee that…; not necessarily ~,"Meaning 意味 there is no guarantee that…; not necessarily ~
example sentences
vocabulary list
related grammar
Level: JLPT N2
How to use 使い方 Verb (casual form) というものではない というものでもない Noun + だ な-adjective + だ い-adjective + い",jlpt_n2,"お金があれば幸せだというものでもない。
okane ga areba shiawase da toiu mono demo nai.
Having money is no guarantee that you will be happy.","私の仕事は誰でもできるというものではない！
watashi no shigoto wa dare demo dekiru toiu mono dewa nai.
My work is not something that just anybody can do!","日本に留学すれば、日本語が上手になるというものでもない。
nihon ni ryuugaku sureba, nihongo ga jouzu ni naru toiu mono demo nai.
If you study abroad in Japan, that does not necessarily mean you will get good at speaking Japanese.","情報が多ければ判断が楽というものではない。
jouhou ga ookereba handan ga raku to iu mono dewa nai.
Having more information does not always necessarily make a decision easier.","外国語はただ文法を覚えれば話せるというものではない。
gaikokugo wa tada bunpou o oboereba hanaseru toiu mono dewa nai.
With foreign languages, just memorizing grammar does not necessarily mean you will be able to speak the language."
とか（で）(toka (de)),I heard that ~,"Meaning 意味 I heard that ~
example sentences
vocabulary list
related grammar
Level: JLPT N2
Tags: Japanese conjunctions , Japanese particles
How to use 使い方 Verb (casual form) とか（で） Noun + だ な-adjective + だ い-adjective",jlpt_n2,"アメリカで育ったとかで。
amerika de sodatta toka de.
I heard they were raised in America.","今度の試験はかなり難しいとかで。
kondo no shiken wa kanari muzukashii toka de.
I heard the next test is going to be really hard.","事故があったとかで、今、電車が止まっています。
jiko ga atta toka de, ima, densha ga tomatteimasu.
I heard there was an accident and so the train is stopped now.","安田さんは忙しいとかで今夜の飲み会に来れないそう。
yasuda san wa isogashii toka de konya no nomikai ni korenai sou.
I heard Mr. Yasuda is quite busy and I don't think she'll be able to make it to drinks tonight.","今夜の花火大会は、雨で中止だとか。
konya no hanabi taikai wa, ame de chuushi da toka.
I heard that tonight's fireworks were cancelled due to rain."
ところだった(tokoro datta),was just about to do something; something almost happened,"Meaning 意味 was just about to do something; something almost happened
example sentences
vocabulary list
related grammar
Level: JLPT N2
Tags: ところ expressions
How to use 使い方 Verb (dictionary form) ところだった",jlpt_n2,"危ないところだった。
abunai tokoro datta.
That was a close call.","ちょうど寝るところだった。
choudo neru tokoro datta.
I was just about to head to bed.","ああ, もう少しで忘れるところだった。
aa, mou sukoshi de wasureru tokoro datta.
Oh, I almost forgot!","太陽がまさに沈むところだった。
taiyou ga masani shizumu tokoro datta.
The sun was just about to set.","僕はもう少しで出かけるところだった、ちょうどよいところだった。
boku wa mou sukoshi de dekakeru tokoro datta, choudo yoi tokoro datta.
I was just about to head out, you came at just the right time."
ところに(tokoro ni),at the time; just as I was ~,"Meaning 意味 at the time; just as I was ~
example sentences
vocabulary list
related grammar
Level: JLPT N2
Tags: ところ expressions
How to use 使い方 Verb (た / ている / ていた) ところに ところへ ところを Noun + の Adjective",jlpt_n2,"私はちょうど家を出ようと思っているところに、小雨が降り始めた。
watashi wa choudo ie o deyou to omotteiru tokoro ni, kosame ga furi hajimeta.
I was just about to leave home when a light rain started to fall.","駅に着いたところに財布を忘れたことに気づいた。
eki ni tsuita tokoro ni saifu o wasureta koto ni kiduita.
When I arrived at the station I realized I forgot my wallet.","家を出ているところに、電話がかかってきた。
ie o dete iru tokoro ni, denwa ga kakatte kita.
My phone rang just as I was leaving my house.","授業中に居眠りしているところを先生に見つかってしまった。
jugyouchuu ni inemuri shite iru tokoro o sensei ni mitsukatte shimatta.
My teacher caught me sleeping in the middle of class.","道に迷って困っていたところへ、警察が通りかかった。
michi ni mayotte komatte ita tokoro e, keisatsu ga toori kakatta.
A policeman passed by just when I was getting lost."
ところを見ると(tokoro o miru to),judging from; seeing that ~,"Meaning 意味 judging from; seeing that ~
example sentences
vocabulary list
related grammar
Level: JLPT N2
Tags: ところ expressions
How to use 使い方 Verb (casual) ところを見ると Related Kanji 漢字 N5 Kanji: 見 (ken, miru) to see, to show",jlpt_n2,"彼女はラーメンを食べているところを見ると、ダイエットはやめたんだね。
kanojo wa raamen o tabete iru tokoro o miru to, daietto wa yametan da ne.
Judjing from the fact that she's eating ramen, she must have quit her diet.","顔が赤くなっているところを見ると、私が言ったことは本当だ。
kao ga akaku natteiru tokoro o miru to, watashi ga itta koto wa hontou da.
Seeing their face turn red means that what I said must have been true.","嬉しい顔をしているところを見ると、彼女はN2を合格しただろう。
ureshii kao o shite iru tokoro o miru to, kanojo wa N2 o goukaku shita darou.
Judging from her happy face, she likely passed the N2.","怖がることなく近づいていくところを見ると、彼女は犬好きかもしれない。
kowagaru koto naku chikaduite iku tokoro o miru to, kanojo wa inu suki kamo shirenai.
Seeing her approach without fear, she might like dogs.","大勢の客が行列しているところを見ると、ケーキ屋はとても美味しいようだ。
oozei no kyaku ga gyouretsu shite iru tokoro o miru to, keekiya wa totemo oishii you da.
Judging from the large crowd, the cake shop seems to be very delicious."
とも(tomo),"even if; no matter (who, what, when, where, why, how); though ~","Meaning 意味 even if; no matter (who, what, when, where, why, how); though ~
example sentences
vocabulary list
related grammar
Level: JLPT N2
Tags: Japanese particles
How to use 使い方 Verb な い く とも い-adjective + い く phrase",jlpt_n2,"え、そうですとも。
e, sou desu tomo.
Yes, that is most certainly so.","辛くとも、頑張る！
tsuraku tomo, ganbaru!
Even if things get rough, I'll do my best!","言わなくとも分かるはず。
iwana ku temo wakaru hazu.
Even if it wasn't said, you should understand.","遅くとも一週間以内に終わらせます。
osoku to mo isshuukan inai ni owarasemasu.
Even if I'm running late, I'll make sure to finish within the week.","彼がいなくともけっこう間に合う。
kare ga inaku tomo kekkou ma ni au.
We can do very well without him."
として～ない(toshite~nai),not at all; there is not even one,"Meaning 意味 not at all; there is not even one
example sentences
vocabulary list
related grammar
Level: JLPT N2
Tags: ～ない
How to use 使い方 1 + [counter] + として + ... + Verb (ない form)",jlpt_n2,"僕は一日として学校を休んだことがない。
boku wa ichinichi toshite gakkou o yasunda koto ga nai.
I have never missed school for even a single day.","彼女は一度として宿題を忘れたことがない。
kanojo wa ichido toshite shukudai o wasureta koto ga nai.
She has never once forgotten her homework.","彼の提案に誰一人として反対できませんでした。
kare no teian ni dare hitori toshite hantai dekimasen deshita.
Not a single person could oppose his proposal.","津波により家が流されてしまい、何１つとして残っていない。
tsunami ni yori ie ga nagasarete shimai, nan hitotsu toshite nokotte inai.
The house was washed away by the tsunami, and nothing remains.","この人形は全て手作りなので、一つとして同じものがありません。
kono ningyou wa subete tedzukuri na node, hitotsu toshite onaji mono ga arimasen.
All of these dolls are handmade, so no one is the same as another."
としても(toshitemo),assuming; even if ~,"Meaning 意味 assuming; even if ~
example sentences
vocabulary list
related grammar
Level: JLPT N2
How to use 使い方 Verb (casual form) としても Noun + だ な-adjective + だ い-adjective",jlpt_n2,"今回の試験で不合格になったとしても、諦めずに次回も受験するつもりです。
konkai no shiken de fugoukaku ni natta toshitemo, akiramezu ni jikai mo juken suru tsumori desu.
Even if I were to fail the exam this time, I plan to not give up and take the exam again.","たとえ買えるとしても，そんな家は買わないだろう。
tatoe kaeru toshitemo, sonna ie wa kawanai darou.
I wouldn't buy such a house even if I could.","学校を卒業後、国に帰ったとしても、日本語の勉強は続けるつもりです。
gakkou o sotsugyou go, kuni ni kaetta toshite mo, nihongo no benkyou wa tsuzukeru tsumori desu.
After I graduate school, even if I head to my home country, I plan to continue studying Japanese.","私はお金持ちになったとしても、今と変わらない生活をするでしょう。
watashi wa okanemochi ni natta toshitemo, ima to kawaranai seikatsu o suru deshou.
Even if I were to become rich, my life likely wouldn't change much from what it is like now.","彼を説得しようとしても無駄だ。
kare o settoku shiyou toshitemo muda da.
It's pointless to try to persuade him."
つつある(tsutsu aru),to be doing; to be in the process of doing ~,"Meaning 意味 to be doing; to be in the process of doing ~
example sentences
vocabulary list
related grammar
Level: JLPT N2
Tags: stem form grammar
How to use 使い方 Verb ます (stem form) つつある",jlpt_n2,"スマホの登場で、デジタルカメラの人気がなくなりつつある。
sumaho no toujou de, dejitaru kamera no ninki ga nakunari tsutsu aru.
Since the release of the smartphone, digital camera's have been losing popularity.","最近はゴルフをしていないので、下手になりつつあります。
saikin wa gorufu o shite inai node, heta ni nari tsutsu arimasu.
Lately I haven't been playing golf, so I am losing my touch.","日本は高齢化が進みつつある。
nihon wa koureika ga susumi tsutsu aru.
Japan's population continues to age.","事故から一週間が経ち、原因などが明らかになりつつある。
jiko kara isshuukan ga tachi, genin nado ga akiraka ni nari tsutsu aru.
It's been one week since the accident and the cause of the accident is becoming clear.","最近、買い物をしすぎてお金がなくなりつつあります。
saikin, kaimono o shisugite okane ga nakunari tsutsu arimasu.
Lately I've been shopping too much and am losing money."
はともかく(wa tomokaku),anyhow; anyway; regardless; in any case; whether or not ~,"Meaning 意味 anyhow; anyway; regardless; in any case; whether or not ~
example sentences
vocabulary list
related grammar
Level: JLPT N2
Tags: Japanese adverbs
How to use 使い方 Noun はともかく（として）",jlpt_n2,"行くか行かないかはともかく、レストランの予約だけはしておこう。
iku ka ikanai ka wa tomokaku, resutoran no yoyaku dake wa shite okou.
Whether or not we are going, let's at least make the restaurant reservation.","この店の品物は、質はともかく種類は多い。
kono mise no shinamono wa, shitsu wa tomokaku shurui wa ooi.
Regardless of the quality of the goods at this store, they have a lot of variety.","奥さんの料理は見た目はともかく味は美味しい。
okusan no ryouri wa mitame wa tomokaku aji wa oishii.
Regardless of weather it looks good or not, my wife's cooking tastes pretty good.","漢字を読むことはともかく、書くことは苦手だ。
kanji o yomu koto wa tomokaku, kaku koto wa nigate da.
I can't even write kanji, let alone read it.","あの俳優は、顔はともかくとして演技が素晴らしい。
ano haiyuu wa, kao wa tomokaku toshite engi ga subarashii.
Whether or not he/she has a nice face, they are a great actor."
わずかに(wazuka ni),slightly; only; barely; narrowly ~,"Meaning 意味 slightly; only; barely; narrowly ~
example sentences
vocabulary list
related grammar
Level: JLPT N2
Tags: Japanese adverbs
How to use 使い方 わずかに Phrase",jlpt_n2,"電車がわずかに遅れている。
densha ga wazuka ni okurete iru.
The train is running slightly late.","道はここでわずかに右に曲がっている。
michi wa koko de wazuka ni migi ni magatte iru.
The road bends slightly to the right here.","財布の中に残っていたお金はわずかに500円だった。
saifu no naka ni nokotte ita okane wa 500 en datta.
The money remaining in the wallet was only 500 yen.","私は学校へわずかに二ヶ月しか行っていません。
watashi wa gakkou e wazuka ni nikagetsu shika itte imasen.
I only went to school for barely 2 months.","わずかに4日間でそんなにたくさんの仕事をしたとは驚きだ。
wazuka ni yokkakan de sonna ni takusan no shigoto o shita to wa odoroki da.
I'm surprised you did all that work in just four days."
やがて(yagate),before long; soon; almost; eventually ~,"Meaning 意味 before long; soon; almost; eventually ~
example sentences
vocabulary list
related grammar
Level: JLPT N2
Tags: Japanese adverbs
How to use 使い方 やがて phrase",jlpt_n2,"やがて真っ暗になった。
yagate makkura ni natta.
It soon became completely dark.","やがて考えがまとまってきた。
yagate kangae ga matomatte kita.
My ideas finally began to take shape.","空は曇ってきた。やがて雨になるかもしれない。
sora wa kumotte kita. yagate ame ni naru kamo shirenai.
The sky is starting to get cloudy. It might start raining soon.","やがてうちの近くの公園は桜が咲きます。
yagate uchi no chikaku no kouen wa sakura ga sakimasu.
Before long, the cherry blossoms will be blooming in the park near our house.","彼が親と喧嘩して家を出てからやがて三年になる。
kare ga oya to kenka shite ie o dete kara yagate sannen ni naru.
It will soon be 3 years since he left home after fighting with his parents."
