japanese_expression,english_meaning,grammar_structure,labels,notes,example_1,example_2,example_3,example_4,example_5
しかない(shikanai),have no choice but ~,"Meaning 意味 have no choice but ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: Japanese particles
How to use 使い方 Verb (dictionary form) しかない しかなかった しかありません",jlpt_n3,,"やるしかない。
yaru shika nai.
You just gotta do it.","卒業できなかったから、バイトをするしかない。
sotsugyou dekinakatta kara, baito o suru shika nai.
Because I did not graduate, my only option is part time work.","パソコンが直せないから、新しいのを買うしかなかった。
pasokon ga naosenai kara, atarashii no o kau shika nakatta.
My computer could not be fixed so I had no choice but to buy a new one.","電車もバスも止まってしまったから、歩くしかない。
densha mo basu mo tomatte shimatta kara, aruku shika nai.
Since the train and bus are not working, there is no choice but to walk.","あの大学に合格したかったら、毎日勉強するしかないですよ。
ano daigaku ni goukaku shitakattara, mainichi benkyou suru shika nai desu yo.
If you want to get into that university, you need to study every single day."
そのために(sono tame ni),hence; for that reason; because of ~,"Meaning 意味 hence; for that reason; because of ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: Japanese conjunctions
How to use 使い方 Goal そのため（に） action",jlpt_n3,,"あなたは明日、そのための時間がありますか？
anata wa ashita, sono tame no jikan ga arimasu ka?
Do you have time tomorrow for that?","私はそのための時間が取れない。
watashi wa sono tame no jikan ga torenai.
I cannot take time for that.","でも、そのためには、たくさんの努力が必要です。
demo, sono tame ni wa, takusan no doryoku ga hitsuyou desu.
However, a lot of effort is needed for that act.","私は留学したいです。そのためには、英語を学ぶ必要がある。
watashi wa ryuugaku shitai desu. sono tame ni wa, eigo o manabu hitsuyou ga aru.
I want to study abroad. To that purpose, I need to learn English.","そのために英語で話せるようになりたい。
sono tame ni eigo de hanaseru you ni naritai.
I want to become able to speak English for that reason."
そうもない /そうにない(sou mo nai /sou ni nai),very unlikely to; showing no signs of ~,"Meaning 意味 very unlikely to; showing no signs of ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
How to use 使い方 Verb (ます stem) ます そうもない そうにない",jlpt_n3,,"先生、明日までに宿題ができそうにないんですが、もう少し待っていただけませんか。
sensei, ashita made ni shukudai ga deki sou ni nain desu ga, mou sukoshi matte itadake masen ka?
Teacher, I won't be able to finish my homework by tomorrow, could I possibly get an extension?","そんなことは起りそうもないですね。
sonna koto wa okorisou mo nai desu ne.
That does not seem likely to occur.","このプロジェクトは一人のカでは完成できそうにない。
kono purojekkuto wa hitori no chikara dewa kansei deki sou ni nai.
With this project it doesn't look like it will be finished with only one person's power.","すみません、今日中に仕事を終わりそうにないんですが、明日でもよろしいでしょうか。
sumimasen, kyoujuu ni shigoto o owari sou ni nain desu ga, ashita demo yoroshii deshou ka?
Sorry, it doesn't look like this work will be finished today. Is it alright if I get it to you tomorrow?","できそうもないことを、簡単に引き受けるな。
deki sou mo nai koto o, kantan ni hikiukeru na.
Don't take on things that you can't do easily."
すでに(sude ni),something has already been done/taken place; is already the case,"Meaning 意味 something has already been done/taken place; is already the case
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: Japanese adverbs
How to use 使い方 すでに clause",jlpt_n3,,"彼らはすでに外出してしまいました。
karera wa sude ni gaishutsu shite shimai mashita.
They already went out.","あなたはすでに朝ご飯を食べましたか？
anata wa sude ni asagohan o tabemashita ka?
Have you already eaten breakfast?","もしかしたら、彼女はすでにそれを送っているかもしれない。
moshi kashi tara, kanojo wa sude ni sore o okutte iru kamo shirenai.
Perhaps, she may have sent it already.","彼が駅に着いたとき、列車はすでに３０分前に出発していた。
kare ga eki ni tsuita toki, ressha wa sude ni 30 pun mae ni shuppatsu shite ita.
When he arrived at the station, the train had already left 30 minutes before.","私はすでに1,000人以上からフォローされている。
watashi wa sude ni 1,000 nin ijou kara foroo sarete iru.
I've already been followed by more than 1,000 users."
すなわち(sunawachi),in other words; namely ~,"Meaning 意味 in other words; namely ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: Japanese adverbs , Japanese conjunctions
How to use 使い方 すなわち phrase Related Kanji 漢字 N1 Kanji: 即 (soku, tsu(ku), sunawa(chi)) Meaning: instant, namely, as is, conform, agree, adapt",jlpt_n3,,"妹の娘、すなわち、めいは、近所に住んでいるのでよく遊びに来ます。
imouto no musume, sunawachi, mei wa, kinjo ni sunde irunode yoku asobi ni kimasu.
My younger sister's daughter, in other words my niece, lives nearby so I often visit.","母の父、すなわちわたしの祖父は現在６３歳です。
haha no chichi, sunawachi watashi no sofu wa genzai rokujuusan sai desu.
My mother’s father, in other words my grandfather, is 63 years old.","夫の兄の妻、すなわち、義理の姉は料理が上手で優しい人です。
otto no ani no tsuma, sunawachi, giri no ane wa ryouri ga jouzu de yasashii hito desu.
My husband's older brother's wife, in other words my sister-in-law, is good at cooking and a nice person.","このタンクには1,000ミリリットル、すなわち１リットルの水が入っています。
kono tanku niwa sen miririttoru, sunawachi ichi rittoru no mizu ga haitte imasu
There are 1,000 milliliters, in other words 1 liter of water in this tank.","４０人中１０人、すなわち、クラスの４分の１がインフルエンザで学校を休んでいます。
40 nin chuu 10 nin, sunawachi, kurasu no 4 bun no 1 ga infuruenza de gakkou o yasunde imasu.
10 out of 40 people, in other words 1/4 of the class are missing school from influenza."
たものだ(ta mono da),used to do; would often do,"Meaning 意味 used to do; would often do
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: Japanese particles
How to use 使い方 Verb (た form) ものだ",jlpt_n3,,"子どものころはよく川で遊んだものだ。
kodomo no koro wa yoku kawa de asonda mono da.
When I was a child, I often played at the river.","学生時代は毎日図書館へ通ったものだ。
gakusei jidai wa mainichi toshokan e kayotta mono da.
When I was a student, I used to go to the library everyday.","子供の時は、よく友達とテニスをしたものだ。
kodomo no toki wa, yoku tomodachi to tenisu o shita mono da.
When I was a child, I often played tennis with my friends.","日本へ留学した時、すしをよく食べたものだ。
nihon e ryuugaku shita toki, sushi o yoku tabeta mono da.
When I studied abroad in Japan, I often ate sushi.","子供の頃は寝る前に母はいつも本を読んでくれたものだ。
kodomo no koro wa neru mae ni haha wa itsumo hon o yonde kureta mono da.
When I was a child, my mother would always read a book to me before going to sleep."
たとたん(ta totan),as soon as; just as ~,"Meaning 意味 as soon as; just as ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: Japanese adverbs
How to use 使い方 Verb (た form) とたん",jlpt_n3,,"家を出たとたん、雨が降ってきた。
ie o deta totan, ame ga futte kita.
It started raining after I left my house.","窓を開けたとたん、強い風が入ってきた。
mado o aketa totan, tsuyoi kaze ga haittekita
As soon as I opened the window, a strong wind came in.","旅行から帰ってきたとたん、風邪を引いてしまった。
ryokou kara kaette kita totan, kaze o hiite shimatta.
I caught a cold just after I got back from travelling.","疲れていたので、ベッドに入ったとたん、眠ってしまった。
tsukareteita node, beddo ni haitta totan, nette shimatta.
I was really tired and fell asleep right after getting in bed.","夏は窓を開けたとたん、蚊が入ってくる。
natsu wa mado o aketa totan, ka ga haittekuru.
In summer, after opening the window mosquitoes will come inside."
たびに(tabi ni),whenever; every time ~,"Meaning 意味 whenever; every time ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: Japanese adverbs
How to use 使い方 Noun + の たびに Verb (dictionary form)",jlpt_n3,,"この曲を聞くたびに、家族を思い出す。
kono kyoku o kiku tabi ni kazoku o omoidasu.
Every time I hear this song, it reminds me of my family.","友人は旅行のたびにお土産を買ってきてくれます。
yuujin wa ryokou no tabi ni omiyage o katte kite kuremasu.
Every time my friend travels, they buy me a souvenir.","あの人を会うたびに用事を頼まれる。
ano hito o au tabi ni youji o tanomareru.
That person asks me for favors every time I see them.","ミスをするたびに部長にしかられる。
misu o suru tabi ni buchou ni shikarareru.
Every time I make a mistake my boss chews me out.","買い物のたびに、袋をたくさんもらう。
kaimono no tabi ni, fukuro o takusan morau.
I always get a lot of bags every time I go shopping."
ために(tame ni),for; in order to; for the benefit of; because of; as a result of ~,"Meaning 意味 for; in order to; for the benefit of; because of; as a result of ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: Japanese conjunctions
How to use 使い方 Verb ため（に） Noun + の な-adjective + な い-adjective",jlpt_n3,,"日本へ旅行をするために、貯金しています。
nihon e ryokou o suru tame ni, chokin shite imasu.
I'm saving money to travel to Japan.","彼氏に会うために、東京に行きます。
kareshi ni au tame ni, toukyou ni ikimasu.
I'm going to Tokyo to see my boyfriend.","今度の面接のために、このスーツを買いました。
kondo no mensetsu no tame ni, kono suutsu o kaimashita.
I bought this suit for my upcoming interview.","健康のために、毎朝に走っています。
kenkou no tame ni, mai asa ni hashitteimasu.
For my health, I go running every morning.","私たちには、皆が公平に扱われるための、明確な一連の規則が必要だ。
watashitachi wa, minna ga kouhei ni atsukawareru tame no, meikaku na ichiren no kisoku ga hitsuyou da.
We need a clear set of rules whereby everyone is treated fairly."
確かに(tashika ni),"surely, certainly ~","Meaning 意味 surely, certainly ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: Japanese adverbs
How to use 使い方 確かに phrase Related Kanji 漢字 N3 Kanji: 確 (kaku, tashika) Meaning: assurance, firm, confirm",jlpt_n3,,"それは確かにそのように見えます。
sore wa tashika ni sono you ni miemasu.
That certainly looks that way.","私は確かに少し疲れている。
watashi wa tashika ni sukoshi tsukareteiru.
I'm certainly a little tired..","僕は、彼女の言うことが確かに正しいと思う。
boku wa, kanojo no iu koto ga tashika ni tadashii to omou.
I think what she's saying is correct.","確かに君の責任ではない。
tashika ni kimi no sekinin de wa nai.
I'm sure that's no fault of yours.","彼は確かに立派な人だと思う。
kare wa tashika ni rippa na hito da to omou.
I’m sure he’s a wonderful person."
たて(tate),just done; freshly done; newly done,"Meaning 意味 just done; freshly done; newly done
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: stem form grammar , suffix
How to use 使い方 Verb ます (stem form) たて",jlpt_n3,,"焼きたてのパンは美味しいよ。ちょっと食べてみる？
yaki tate no pan wa oishii yo. chotto tabete miru?
Freshly baked bread is delicious. Do you want to try some?","あのスーパーは取りたての新鮮な野菜を売っている。
ano suupaa wa tori tate no shinsei na yasai o utte iru.
That supermarket sells freshly picked vegetables.","やっぱり料理はできたてが美味しいね。
yappari ryouri wa dekitate ga oishii ne.
As expected, freshly cooked food is delicious!","これは炊きたてのご飯です。温かいうちに食べなさい。
kore wa taki tate no gohan desu. atatakai uchi ni tabenasai.
This is freshly made rice. Please eat while it is still warm.","母の作りたてのご飯はいい匂いがする。
haha no tsukuri tate no gohan wa ii nioi ga suru.
My mother's freshly made dinner smells really good."
例えば(tatoeba),for example; for instance ~,"Meaning 意味 for example; for instance ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: Japanese adverbs , Japanese conjunctions
How to use 使い方 例えば たとえば examples Related Kanji 漢字 N3 Kanji: 例 (rei, tatoeba) Meaning: example",jlpt_n3,,"日本の食べ物は美味しいです。例えば、すしはすごく美味しい！
nihon no tabemono wa oishii desu. tatoeba, sushi wa sugoku oishii!
Japanese food is delicious, for example, sushi is so delicious!","私にはたくさん趣味がある。例えば魚釣り、登山です。
watashi ni wa takusan shumi ga aru. tatoeba sakana tsuri, tozan desu.
I have many hobbies, fishing and climbing for example.","私は例えばイタリアやスペインなど外国へ行きたい。
watashi wa tatoeba itaria ya supein nado gaikoku e ikitai.
I want to go abroad, for instance, to Italy and Spain.","外国、例えばアメリカへ行ったことがありますか。
gaikoku, tatoeba amerika e itta koto ga arimasu ka?
Have you visited any foreign countries, say America?","彼は不思議な生物、例えばヘビのような生物が好きです。
kare wa fushigina seibutsu, tatoeba hebi no you na seibutsu ga suki desu.
He likes strange animals, things like snakes, for example."
てばかりいる(te bakari iru),only; nothing but ~,"Meaning 意味 only; nothing but ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: ばかり expressions
How to use 使い方 Verb (て form) ばかりいる",jlpt_n3,,"この猫は寝てばかりいます。
kono neko wa nete bakari imasu.
This cat does nothing but sleep.","あの子が泣いてばかりいる。
ano ko ga naite bakari iru.
That child does nothing but cry.","甘いものを食べてばかりいると、太りますよ！
amai mono o tabete bakari iru to, futorimasu yo!
If you keep only eating sweets, you're going to gain weight.","最近彼はコンピューターを使ってばかりいる。
saikin kare wa konpyuutaa o tsukatte bakari iru.
Lately, he does nothing but use his computer.","テレビを見てばかりいると、目が悪くなりますよ。
terebi o mite bakari iru to, me ga waruku narimasu yo.
If you keep watching TV all the time, your eyes are going to go bad."
てごらん(te goran),(please) try to; (please) look,"Meaning 意味 (please) try to; (please) look
example sentences
vocabulary list
related grammar
Level: JLPT N3
How to use 使い方 Verb (て form) ごらん(なさい) Related Kanji 漢字 N1 Kanji: 覧 (ran, mi(ru)) Meaning: perusal, see",jlpt_n3,,"もう一度やってごらん。
mou ichido yatte goran.
Try it one more time.","もう一度言ってごらん。
mou ichido itte goran.
Please say that once more.","これは美味しいから、食べてごらん。
kore wa oishii kara, tabete goran.
This tastes really good, so please eat it.","ほら、見てごらん。空に虹が出ているよ。
hora, mite goran. sora ni niji ga dete iru yo.
Look, there's a rainbow in the sky!","分からなかったら、先生に聞いてごらん。
wakaranakattara, sensei ni kiite goran.
If you don’t understand, you should ask your teacher."
てはじめて(te hajimete),not until; only after [x] did I,"Meaning 意味 not until; only after [x] did I
example sentences
vocabulary list
related grammar
Level: JLPT N3
How to use 使い方 Verb (てform) はじめて Related Kanji 漢字 N3 Kanji: 初 (sho, hajime, hatsu) Meaning: first time, beginning",jlpt_n3,,"日本に来てはじめてラーメンを食べた。
nihon ni kite hajimete raamen o tabeta.
I had never eaten ramen before coming to Japan.","日本語を勉強してはじめて、勉強の楽しさが分かった。
nihongo o benkyou shite hajimete, benkyou no tanoshisa ga wakatta.
Only after I started studying Japanese did I realize the joys of studying.","試験に落ちてはじめて、ちゃんと勉強しないといけないと思った。
shiken ni ochite hajimete, chanto benkyou shinaito ikenai to omotta.
I felt like I really needed to start studying seriously after failing that exam.","先生に教えていただいてはじめて、プログラミングの面白さが分かりました。
sensei ni oshiete itadaite hajimete, puroguramingu no omoshirosa ga wakarimashita.
I didn’t realize how interesting programming was until my teacher taught me.","海外に行ってはじめて、自分の世界の狭さを知った。
kaigai ni itte hajimete, jibun no sekai no semasa o shitta.
Only after going abroad, did I realize how small my world was."
てからでないと(te kara de nai to),must first do; cannot do without first doing ~,"Meaning 意味 must first do; cannot do without first doing ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: ～ない , expressing must do , without , から expressions
How to use 使い方 Verb (て form) からでないと からでなければ",jlpt_n3,,"親の許可をもらってからでなければ、日本への留学が出来ない。
oya no kyoka o moratte kara denakereba, nihon e no ryuugaku ga dekinai.
You must first get your parent's permission, otherwise you will not be able to study abroad in Japan.","手続きしてからでないと、図書館の本は借りられない。
tetsuzuki shite kara de nai to, toshokan no hon wa karirarenai.
Unless you follow the procedures, you cannot borrow books from the library.","この件については、上司と相談してからでないと、決められません。
kono ken ni tsuite wa, joushi to soudan shite kara denai to, kimeraremasen.
I can't decide on this without consulting my manager.","この資料を完成させてからでなければ、今日は帰ることができません。
kono shiryou o kansei sasete kara denanakereba, kyou wa kaeru koto ga dekimasen.
I won't be able to head home today until I complete these materials.","実物を見てからでないと、買うかどうか決められません。
jitsubutsu o mite kara denai to, kau ka dou ka kimeraremasen.
I can't decide whether to buy or not without first seeing the item in person."
てしょうがない・てしかたがない(te shou ga nai/te shikata ga nai),can't help but; very; extremely ~,"Meaning 意味 can't help but; very; extremely ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: ～ない
How to use 使い方 Verb (て form) しょうがない しかたがない な-adjective + な で い-adjective + い くて Related Kanji 漢字 N4 Kanji: 仕 (shi) attend, doing N4 Kanji: 方 (hou, kata) direction, person",jlpt_n3,,"私はそれが気になってしょうがない。
watashi wa sore ga ki ni natte shou ga nai.
I can't help thinking about that.","今日は寒くてしょうがない。
kyou wa samukute shou ga nai.
It's simply too cold today.","今日は何もすることがなくて、暇で仕方がない。
kyou wa nanimo suru koto ga nakute, hima de shikata ga nai.
I have nothing to do today and am very bored.","お金をくれて、嬉しくてしょうがない。
o kane o kurete, ureshikute shou ga nai.
I was given some money and feel so happy.","バスで行くのは、時間がかかってしょうがない。
basu de iku no wa, jikan ga kakatte shou ga nai.
Going by bus takes more time, but it can't be helped."
て済む(te sumu),sufficient by; no problem to; resolve by ~,"Meaning 意味 sufficient by; no problem to; resolve by ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
How to use 使い方 Verb (て form) 済む Noun + で な-adjective + で い-adjective + い くて Related Kanji 漢字 N3 Kanji: 済 (sai, sei, sumu) Meaning: settle, relieve, finish",jlpt_n3,,"その夜は何の事故もなくて済んだ。
sono yoru wa nan no jiko mo nakute sunda.
The night passed without any accidents.","金で済む事ならいくらでも出す。
kane de sumu koto nara ikura demo dasu.
If money can resolve this, I will give any amount.","ちょうど熱が出たから、学校行かなくて済んだ。
choudo netsu ga deta kara, gakkou ikanakute sunda.
I had a fever and so I didn't go to school.","スマホの修理に出したが、2,000円で済んだ。
sumaho no shuuri ni dashita ga, 2,000 en de sunda.
I submitted my smatphone for repairs and got by with 2,000 yen.","少しお時間いただけませんか、５分で済みますから。
sukoshi ojikan itadakemasen ka, 5 fun de sumimasu kara.
Could you please wait a little bit longer? 5 minutes should be sufficient."
てはいけないから(te wa ikenai kara),in order to not~; to prevent a negative situation,"Meaning 意味 in order to not~; to prevent a negative situation
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: ～ない , から expressions
How to use 使い方 Verb (て form) + は いけないから Verb (dictionary form) ＋と",jlpt_n3,,"雨が降るといけないから傘を持って行きなさい。
ame ga furu to ikenai kara kasa o motte ikinasai.
It would be no good if it rains, so please take an umbrella with you.","バスに乗り遅れるといけないから、すぐ出発したほうがいい。
basu ni nori okureru to ikenai kara, sugu shuppatsu shita hou ga ii.
You'd better head out right away so you don't miss the bus.","道に迷うといけないから、地図をもって行きなさい。
michi ni mayou to ikenai kara, chizu o motte ikinasai.
Take a map with you in case you get lost.","彼が怒ってはいけないから本当の事は言わなかった。
kare ga okotte wa ikenai kara hontou no koto wa iwana katta.
I didn't tell him the truth for fear he would be angry.","風邪を引くといけないから、マフラーをして出かけなさい。
kaze o hiku to ikenai kara, mafuraa o shite dekakenasai.
Please wear a scarf when you go out so that you don't catch a cold."
的(teki),change noun into na-adjective or adverb,"Meaning 意味 change noun into na-adjective or adverb
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: suffix
How to use 使い方 Noun 的 てき Related Kanji 漢字 N3 Kanji: 的 (teki) Meaning: mark, target",jlpt_n3,,"もっと具体的なアイディアを出してください。
motto gutai teki na aidea o dashite kudasai.
Please give more specific ideas.","これは政治的な集会だ。
kore wa seiji teki na shuukai da.
This is a political meeting.","彼女は金銭的な理由で退学しました。
kanojo wa kinsen teki na riyuu de taigaku shimashita.
She dropped out of school for monetary reasons.","私は基本的になんでも食べます。
watashi wa kihon teki ni nan demo tabemasu.
Basically, I eat everything.","健康的にこういう食べ物は体に良くないよ。
kenkou teki ni kouiu tabemono wa karada ni yokunai yo.
Health-wise, these kinds of foods are not good for the body."
ても構わない(temo kamawanai),it doesn't matter if ~,"Meaning 意味 it doesn't matter if ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: ～ない , ても expressions
How to use 使い方 Verb (て form) もかまわない もかまいません い-adjective い + くて な-adjective + で Noun + で Related Kanji 漢字 N3 Kanji: 構 (kou, kamau) Meaning: posture, build, pretend",jlpt_n3,,"雨が降っても構わない。
ame ga futtemo kamawanai.
I don't mind if it rains.","君が何をしても構わないよ。
kimi ga nani o shitemo kamawanai yo.
I don't mind what you do.","今帰っても構いませんか？
ima kaettemo kamaimasenka?
Do you mind if I leave now?","間違いをしても構わない。
machigai o shitemo kamawanai.
Don't worry about making mistakes.","嫌なら来なくても構わない。
iya nara konaku temo kamawanai.
I don't mind you not coming if you really don't want to."
と言えば(to ieba),speaking of; when you talk of; when you say; if it were the case that ~,"Meaning 意味 speaking of; when you talk of; when you say; if it were the case that ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
How to use 使い方 Noun と言えば といえば",jlpt_n3,,"ベトナムと言えば、バイクが多いですね。
betonamu to ieba, baiku ga ooi desu ne.
Speaking of Vietnam, there are a lot of bikes.","大阪の食べ物と言えば、たこ焼きです。
oosaka no tabemono to ieba, takoyaki desu.
Speaking of Osaka food, takoyaki comes to mind.","本と言えばこれを読んだか？
hon to ieba kore o yonda ka?
Speaking of books, have you read this one?","日本の夏と言えば、とても暑いです！
nihon no natsu to ieba, totemo atsui desu!
Speaking of summer in Japan, it's extremely hot!","外国語と言えば、中国語を話せますか。
gaikokugo to ieba, chuugokugo o hanasemasu ka?
Speaking of foreign languages, can you speak Chinese?"
といい / たらいい(to ii / tara ii),it would be nice if; should; I hope ~,"Meaning 意味 it would be nice if; should; I hope ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: Japanese conjunctions , Japanese particles
How to use 使い方 Verb (casual) + と いい Verb (た form) + ら",jlpt_n3,,"あなたが気にいるといいな。
anata ga ki ni iru to ii na.
I hope you like it.","見られたらいいね。
mirare tara ii ne.
I hope I can see it.","明日晴れるといいな。
ashita hareru to ii na.
I hope the weather will clear up tomorrow.","旅行中は雨が降らないといいなあ。
ryokouchuu wa ame ga furanai to ii naa.
I hope it doesn't rain during our trip.","いつか日本で出会えたらいいな。
itsu ka nihon de deaetara ii na.
It would be nice if we can meet in Japan one day."
といっても(to ittemo),although I say; although one might say ~,"Meaning 意味 although I say; although one might say ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: Japanese conjunctions
How to use 使い方 Verb (casual form) と言っても といっても Noun + （だ） な-adjective + （だ） い-adjective",jlpt_n3,,"今週は忙しい、といっても先週ほどじゃない。
konshuu wa isogashii, to itte mo senshuu hodo janai.
I’m busy this week, but not as much as last week.","私は料理ができるといっても、卵焼きぐらいです。
watashi wa ryouri ga dekiru to itte mo, tamagoyaki gurai desu.
Although I said that I can cook, I can only make fried eggs.","会社の社長といっても、社員は４人だけですよ。
kaisha no shachou to ittemo, shain wa 4 nin dake desu yo.
Although he may be the company president, there are only 4 employees.","日本で生活したことがあるといっても、実は１ヶ月だけなんです。
nihon de seikatsu shita koto ga aru to ittemo, jitsu wa 1 kagetsu dake nan desu.
Although I have experience living in Japan, it was only for one month.","週末は旅行しました。旅行と言っても、家の近くの温泉に行っただけです
shuumatsu wa ryokou shimashita. ryokou to ittemo, ie no chikaku no onsen ni itta dake desu.
I went traveling on the weekend. Although I said travel, we just went to our local onsen (hot spring)."
ということだ(to iu koto da),I heard; it means that; in other words ~,"Meaning 意味 I heard; it means that; in other words ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: こと expressions
How to use 使い方 Verb (dictionary form) ということだ とのことだ ってことだ Noun +（だ） な-adjective +（だ） い-adjective + い",jlpt_n3,,"ニュースによると、明日は雨が降るということだ。
nyuusu ni yoru to, ashita wa ame ga furu to iu koto da.
I heard on the news that it will rain tomorrow.","先ほど、山田さんから電話があって、少し遅れるとのことです。
saki hodo, yamada san kara denwa ga atte, sukoshi okureru to no koto desu.
I heard Mr. Yamada called earlier and said he would be a bit late.","田中さんは熱があるので、明日は行けないとのことだ。
tanaka san wa netsu ga aru node, ashita wa ikenai to no koto da.
Mr. Tanaka has a fever, so it doesn't seem like he will be able to go tomorrow.","6月は暑くなるとのことでしたが、それほど暑くなかったです。
6がつはあつくなるとのことでしたが、それほどあつくなかったです。
6 gatsu wa atsuku naru to no koto deshita ga, sore hodo atsukunakatta.","先輩は来月で会社を辞めるとのことですが、その話は本当ですか。
senpai wa raigetsu de kaisha o yameru to no koto desu ga, sono hanashi wa hontou desu ka?
Is the story I heard that you will be quitting next month true?"
というのは(to iu nowa),this means; the meaning of … is; because; that is to say ~,"Meaning 意味 this means; the meaning of … is; because; that is to say ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: Japanese conjunctions
How to use 使い方 Phrase Noun というのは reason explanation definition",jlpt_n3,,"「コンビニ」というのはコンビニエンスストアのことだ。
""konbini"" means ""convenience store"".","「パソコン」というのはパーソナルコンピューターの略だ。
""pasokon"" is short for ""personal computer"".","「デジカメ」というのはデジタルカメラを短くした言い方です。
""dejikame"" is the shortened way to say ""digital camera"".","「Hello」というのは「こんにちは」という意味だ。
""hello"" is the same meaning as ""konnichiwa"".","禁煙というのはたばこを吸ってはいけないということです。
kinen toiu nowa tabako o suttewa ikenai toiu koto desu.
The word ""kinen"" means no smoking is allowed."
とみえる / とみえて(to mieru / to miete),it seems that ~,"Meaning 意味 it seems that ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
How to use 使い方 Verb (casual) と見える とみえる とみえて Noun + だ な-adjective + だ い-adjective",jlpt_n3,,"彼は病気だとみえる。
kare wa byouki da to mieru.
He appears to be sick.","彼は運が向いてきたと見える。
kare wa un ga muite kita to mieru.
Luck seems to be heading his way.","山田さんは忙しいとみえて、このごろ電話もしてこない。
yamada san wa isogashii to miete, kono goro denwa mo shite konai.
Mr. Yamada seems busy now, which may be why he hasn't called.","雨が降ったとみえて、道が濡れている。
amega futta to miete, michi ga nureteiru.
It seems that it just rained, as the road is wet.","彼は苦労したとみえて、実際の年齢より老けて見える。
kare wa kurou shita to miete, jissai no nenrei yori fukete mieru.
He seems as if he has worked very hard through his life since he looks older than his actual age."
とすれば・としたら・とすると(to sureba / to shitara / to suru to),in the case of~; assuming~; if A then B,"Meaning 意味 in the case of~; assuming~; if A then B
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: Japanese conjunctions , ば conditional form
How to use 使い方 Verb (casual) とすれば としたら とすると Noun + だ な-adjective + だ い-adjective",jlpt_n3,,"選ぶとすれば、僕はこれだな。
erabu to sureba, boku wa kore da na.
If I were to choose, I would go with this.","そこまで歩いていくとすれば、40分くらいかかるだろう。
soko made aruite iku to sureba, 40 pun kurai kakaru darou.
If we go by walking, it will likely take about 40 minutes.","もし車を買い換えるとすれば、次はアメリカの車が欲しい。
moshi kuruma o kaikaeru to sureba, tsugi wa amerika no kuruma ga hoshii.
If I were to buy a new car, I would want to get an American car.","一日25時間だとしたら、何をしますか？
ichinichi 25 jikan da to shitara, nani o shimasu ka?
If there were 25 hours in a day, what would you do?","電車で行くとしたら、時間はどのくらいかかりますか。
densha de iku to shitara, jikan wa dono kurai kakarimasu ka?
Assuming we go by train, about how much time will it take?"
と共に(to tomo ni),together with; at the same time as; as well as ~,"Meaning 意味 together with; at the same time as; as well as ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: Japanese adverbs
How to use 使い方 Verb (dictionary form) と共に Noun Related Kanji 漢字 N3 Kanji: 共 (kyou, tomo) Meaning: together, both, neither",jlpt_n3,,"私の人生は、ギターと共にある。
watashi no jinsei wa, gitaa to tomo ni aru.
I spend my life together with my guitar.","春が近づくと共に、少しずつ暖かくなってきた。
haru ga chikaduku to tomo ni, sukoshi zutsu atatakaku natte kita.
As spring grows nearer, it's gradually getting a bit warmer.","私は政府と共に仕事をする。
watashi wa seifu to tomo ni shigoto o suru.
I will work together with the government.","私は家族と共に二年間外国で暮らした。
watashi wa kazoku to tomo ni ninenkan gaikoku de kurashita.
I lived abroad together with my family for two years.","私は共に戦ってくれる人を探している。
watashi wa tomo ni tatakatte kureru hito o sagashiteiru.
I'm looking for people who will fight together with me."
